Feature,rank,C_VISUAL_PATH,C_NAME,MOD,key_for_search,lab_low,lab_high,raw_text,ref_link
KUH|COMPONENT_ID:2010#MG/DL@Labs|Aggregate:Last,125,"Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Sugars/Sugar metabolism (LP31399-6)\Glucose (LP14635-4)\Glucose | Bld-Ser-Plas (LP42107-0)\Glucose SerPl-mCnc (2345-7)\GLUCOSE,RANDOM(#2010)","GLUCOSE,RANDOM(#2010)",@Labs|Aggregate:Last,glucose,3.9,7.1,"The normal blood glucose level (tested while fasting) for non-diabetics, should be between 3.9 and 7.1 mmol/L (70 to 130 mg/dL). The mean normal blood glucose level in humans is about 5.5 mmol/L (100 mg/dL); however, this level fluctuates throughout the day.",https://en.wikipedia.org/wiki/Blood_sugar_level
KUH|COMPONENT_ID:3012#K/UL@Labs|Aggregate:Last,126,Laboratory Tests (LOINC Hierarchy)\Hematology (LP31756-7)\Hematology (LP30786-5)\Cell Fractions/Differential (LP19481-8)\Myeloid cells (LP15094-3)\Leukocytes (LP14419-3)\Granulocytes (LP18643-4)\Neutrophils (LP14267-6)\Neutrophils | Bld-Ser-Plas (LP47720-5)\Neutrophils # Bld Auto (751-8)\ABSOLUTE NEUTROPHIL(#3012),ABSOLUTE NEUTROPHIL(#3012),@Labs|Aggregate:Last,absolute neutrophil,1.5,8,"It is derived by multiplying the WBC count times the percent of neutrophils in the differential WBC count. The percent of neutrophils consists of the segmented (fully mature) neutrophils) + the bands (almost mature neutrophils). The normal range for the ANC = 1.5 to 8.0 (1,500 to 8,000/mm3).",https://www.medicinenet.com/script/main/art.asp?articlekey=20030
KUH|COMPONENT_ID:3171#PG/ML@Labs|Aggregate:Last,127,Laboratory Tests (KUH Hierarchy)\HEMATOLOGY (KUH)\242-B12/FOLATE\VITAMIN B12 (#3171),VITAMIN B12 (#3171),@Labs|Aggregate:Last,vitamin b12,100,Inf,Older adults with a vitamin B12 level less than 100 pg/mL (74 pmol/L) may also have symptoms. Deficiency should be confirmed by checking the level of a substance in the blood called methylmalonic acid.,https://medlineplus.gov/ency/article/003705.htm
KUH|COMPONENT_ID:2020#MG/DL@Labs|Aggregate:Median,130,"Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Mineral, bone, joint, connective tissue (LP31413-5)\Magnesium (LP14343-5)\Magnesium | Bld-Ser-Plas (LP46088-8)\Magnesium SerPl-mCnc (19123-9)\MAGNESIUM(#2020)",MAGNESIUM(#2020),@Labs|Aggregate:Median,magnesium,1.5,2.5,Hypomagnesemia is an electrolyte imbalance and is indicated by a low level of magnesium in the blood. The normal adult value for magnesium is 1.5-2.5 mEq/L. Magnesium is one of many electrolytes in your body and normal levels of magnesium are important for the maintenance of heart and nervous system function.,chemocare.com/chemotherapy/side.../hypomagnesemia-low-magnesium.aspx
KUH|COMPONENT_ID:3184#MM/HR@Labs|Aggregate:Last,131,Laboratory Tests (LOINC Hierarchy)\Hematology (LP31756-7)\Hematology (LP30786-5)\Erythrocyte sedimentation rate (LP16409-2)\Erythrocyte Sedimentation Rate | Bld-Ser-Plas (LP45671-2)\ESR Bld Qn (30341-2)\ESR(#3184),ESR(#3184),@Labs|Aggregate:Last,esr,0,22,Results from your sed rate test will be reported in the distance in millimeters (mm) that red blood cells have descended in one hour (hr). The normal range is 0-22 mm/hr for men and 0-29 mm/hr for women. The upper threshold for a normal sed rate value may vary somewhat from one medical practice to another.,https://www.mayoclinic.org/tests-procedures/sed-rate/.../pac-20384797
KUH|COMPONENT_ID:2007#MG/DL@Labs|Aggregate:Last,132,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Renal function (LP31398-8)\Urea nitrogen (LP14492-0)\Urea Nitrogen | Bld-Ser-Plas (LP41307-7)\BUN SerPl-mCnc (3094-0)\BLD UREA NITROGEN(#2007),BLD UREA NITROGEN(#2007),@Labs|Aggregate:Last,bun,7,20,"In general, around 7 to 20 mg/dL (2.5 to 7.1 mmol/L) is considered normal. But normal ranges may vary, depending on the reference range used by the lab, and your age. Ask your doctor to explain your results. Urea nitrogen levels tend to increase with age.",https://www.mayoclinic.org/tests-procedures/blood-urea.../pac-20384821
KUH|COMPONENT_ID:1180010063#@Labs|Aggregate:Last,133,Cardiology Lab Results\Echo (KUH)\TREADMILL EXERCISE ECHOCARDIOGRAM W/2-D + DOPPLER ECHO\E/E' RATIO (#1180010063),E/E' RATIO (#1180010063),@Labs|Aggregate:Last,e/e' ratio,1.43,2.33,"Normal Values diastolic parameters. Measurement ... E/A ratio, 1.88 ± 0.45 (
0.98-2.78), 1.53 ± 0.40 (0.73-2.33), 1.28 ± 0.25 (0.78-1.78), 0.96 ± 0.18 (0.6-1.32)
.||Nov 26, 2009 ... The ratio of the transmitral Doppler E wave velocity and the ..... most of the values 
for E/E' were within what is thought to be the 'normal range'.||orating institutions of the Normal Reference Ranges for Echocardiography ..... ratio increased with aging. Normal values of septal E/e. ' ratio and average.||The left atrial pressures are normal. The deceleration time of the E wave is 
prolonged measuring > 200 ms. The e/e' ratio measured by tissue Doppler is normal.||Thus the size of the E-wave relative to the A-wave will increase, and the E/A ratio will return to the range of 0.8 to 1.5. DT and IVRT (< 90 ms) will also decrease. The spectrum will look very similar to that of “normal” diastolic function. ... Pseudonormal filling is classified as grade II diastolic dysfunction.||lic mitral annular velocity (E') ratio. (E/E' ratio) assessed by .... adjusted to a range 
of 15 to 20 cm/s. Gain was .... more, E/E' ratio <8 suggests normal. LV filling ...||Dec 28, 2012 ... The E/e' ratio can predict mortality and cardiovascular events in .... The left atrium 
size was 4.84 ± 0.64 cm (normal range, 3.0 to 4.5), the E was ...||This review will discuss the use the E/e' ratio in prediction of LV filling pressure ... 
However, echocardiographic methods can give us unreliable values under ... the 
correlation of this ratio with filling pressure, and the prediction of normal and ...||Jun 22, 2016 ... However, current Doppler echocardiography reference values are derived ... The 
mitral E/A ratio, e' velocity, and E/e', which are representative ...||Apr 20, 2016 ... subclinical disorders that could lead to the wide normal ranges. Some indices, 
however, are less age dependent, and this includes. E/e. 0 ratio ...",https://www.echopedia.org/wiki/Diastolic_Function
KUH|COMPONENT_ID:7002#@Labs|Aggregate:Median,134,Laboratory Tests (LOINC Hierarchy)\Urinalysis (LP32744-2)\Analytes (LP40317-7)\Specific gravity (LP15865-6)\Sp Gr Ur Strip.auto (53326-5)\URINE SPEC GRAVITY(#7002),URINE SPEC GRAVITY(#7002),@Labs|Aggregate:Median,urine specific gravity,1.01,1.03,"Adults generally have a specific gravity in the range of 1.010 to 1.030 Increases in specific gravity (hypersthenuria, i.e. increased concentration of solutes in the urine) may be associated with dehydration, diarrhea, emesis, excessive sweating, urinary tract/bladder infection, glucosuria, renal artery stenosis, ...",https://en.wikipedia.org/wiki/Urine_specific_gravity
KUH|COMPONENT_ID:2024#MG/DL@Labs|Aggregate:Last,135,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Liver function (excluding enzymes) (LP31397-0)\Bilirubin (LP15448-1)\Bilirubin | Bld-Ser-Plas (LP43561-7)\Bilirub SerPl-mCnc (1975-2)\TOTAL BILIRUBIN(#2024),TOTAL BILIRUBIN(#2024),@Labs|Aggregate:Last,total bilirubin,0.1,1.2,It is normal to have some bilirubin in the blood. A normal level is: Direct (also called conjugated) bilirubin: less than 0.3 mg/dL (less than 5.1 µmol/L) Total bilirubin: 0.1 to 1.2 mg/dL (1.71 to 20.5 µmol/L),https://medlineplus.gov/ency/article/003479.htm
KUH|COMPONENT_ID:2069#U/L@Labs|Aggregate:Median,137,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Enzymes (see also Inborn errors metabolism lysosomal) (LP31392-1)\Creatine kinase (LP15510-8)\Creatine Kinase | Bld-Ser-Plas (LP46938-4)\CK SerPl-cCnc (2157-6)\CK TOTAL(#2069),CK TOTAL(#2069),@Labs|Aggregate:Median,ck total,22,198,"In a healthy adult, the serum CK level varies with a number of factors (gender, race and activity), but normal range is 22 to 198 U/L (units per liter). Higher amounts of serum CK can indicate muscle damage due to chronic disease or acute muscle injury.",https://www.mda.org/quest/article/simply-stated-the-creatine-kinase-test
KUH|COMPONENT_ID:2069#U/L@Labs|Aggregate:Last,139,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Enzymes (see also Inborn errors metabolism lysosomal) (LP31392-1)\Creatine kinase (LP15510-8)\Creatine Kinase | Bld-Ser-Plas (LP46938-4)\CK SerPl-cCnc (2157-6)\CK TOTAL(#2069),CK TOTAL(#2069),@Labs|Aggregate:Last,ck total,22,198,"In a healthy adult, the serum CK level varies with a number of factors (gender, race and activity), but normal range is 22 to 198 U/L (units per liter). Higher amounts of serum CK can indicate muscle damage due to chronic disease or acute muscle injury.",https://www.mda.org/quest/article/simply-stated-the-creatine-kinase-test
KUH|COMPONENT_ID:2010#MG/DL@Labs|Aggregate:Median,140,"Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Sugars/Sugar metabolism (LP31399-6)\Glucose (LP14635-4)\Glucose | Bld-Ser-Plas (LP42107-0)\Glucose SerPl-mCnc (2345-7)\GLUCOSE,RANDOM(#2010)","GLUCOSE,RANDOM(#2010)",@Labs|Aggregate:Median,glucose,3.9,7.1,"The normal blood glucose level (tested while fasting) for non-diabetics, should be between 3.9 and 7.1 mmol/L (70 to 130 mg/dL). The mean normal blood glucose level in humans is about 5.5 mmol/L (100 mg/dL); however, this level fluctuates throughout the day.",https://en.wikipedia.org/wiki/Blood_sugar_level
KUH|COMPONENT_ID:7003#@Labs|Aggregate:Median,144,Laboratory Tests (LOINC Hierarchy)\Urinalysis (LP32744-2)\Analytes (LP40317-7)\pH (LP14752-7)\pH Ur Strip.auto (50560-2)\URINE PH(#7003),URINE PH(#7003),@Labs|Aggregate:Median,urine ph,4.5,8,"The glomerular filtrate of blood is usually acidified by the kidneys from a pH of approximately 7.4 to a pH of about 6 in the urine. Depending on the person's acid-base status, the pH of urine may range from 4.5 to 8.",https://www.rnceus.com/ua/uaph.html
KUH|COMPONENT_ID:3090#@Labs|Aggregate:Median,146,Laboratory Tests (KUH Hierarchy)\HEMATOLOGY (KUH)\249-COAGULATION\INR (#3090),INR (#3090),@Labs|Aggregate:Median,inr,2,3,In healthy people an INR of 1.1 or below is considered normal. An INR range of 2.0 to 3.0 is generally an effective therapeutic range for people taking warfarin for disorders such as atrial fibrillation or a blood clot in the leg or lung.,https://www.mayoclinic.org/tests-procedures/prothrombin.../pac-20384661
KUH|COMPONENT_ID:2321#MG/DL (CALC)@Labs|Aggregate:Median,150,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Lipids (LP15705-4)\Cholesterol (LP15493-7)\Cholesterol in LDL (LP15491-1)\Cholesterol in LDL | Bld-Ser-Plas (LP99407-6)\LDLc SerPl-mCnc (2089-1)\LDL(#2321),LDL(#2321),@Labs|Aggregate:Median,ldl,100,129,LDL cholesterol levels should be less than 100 mg/dL. Levels of 100 to 129 mg/dL are acceptable for people with no health issues but may be of more concern for those with heart disease or heart disease risk factors. A reading of 130 to 159 mg/dL is borderline high and 160 to 189 mg/dL is high.,https://www.medicalnewstoday.com/articles/315900.php
KUH|COMPONENT_ID:7003#@Labs|Aggregate:Last,151,Laboratory Tests (LOINC Hierarchy)\Urinalysis (LP32744-2)\Analytes (LP40317-7)\pH (LP14752-7)\pH Ur Strip.auto (50560-2)\URINE PH(#7003),URINE PH(#7003),@Labs|Aggregate:Last,urine ph,4.5,8,"The glomerular filtrate of blood is usually acidified by the kidneys from a pH of approximately 7.4 to a pH of about 6 in the urine. Depending on the person's acid-base status, the pH of urine may range from 4.5 to 8.",https://www.rnceus.com/ua/uaph.html
KUH|COMPONENT_ID:3019#K/UL@Labs|Aggregate:Last,152,Laboratory Tests (LOINC Hierarchy)\Hematology (LP31756-7)\Hematology (LP30786-5)\Cell Fractions/Differential (LP19481-8)\Myeloid cells (LP15094-3)\Leukocytes (LP14419-3)\Monocytes+Macrophages (LP14312-0)\Monocytes (LP14313-8)\Monocytes | Bld-Ser-Plas (LP48349-2)\Monocytes # Bld Auto (742-7)\ABSOLUTE MONO COUNT(#3019),ABSOLUTE MONO COUNT(#3019),@Labs|Aggregate:Last,mono,2,7,Reference ranges for differential white blood cell count in normal adults is as follows: Neutrophils - 2.0–7.0×109/l (40–80%) Lymphocytes - 1.0–3.0×109/l (20–40%) Monocytes - 0.2–1.0×109/l (2–10%),https://emedicine.medscape.com/article/2085133-overview
KUH|COMPONENT_ID:149#(CALC)@Labs|Aggregate:Median,156,Laboratory Tests (KUH Hierarchy)\CHEMISTRY (KUH)\190-LIPID PROFILE\CHOLESTEROL/HDL % (#149),CHOLESTEROL/HDL % (#149),@Labs|Aggregate:Median,cholesterol/hdl,35,65,"If your total cholesterol is high, you have twice the risk for heart disease as a person with normal total cholesterol. Here is the adult range for HDL cholesterol: Normal: 35 to 65 mg/dL for men, 35 to 80 mg/dL for women.",https://www.urmc.rochester.edu/encyclopedia/content.aspx?...hdl...
KUH|COMPONENT_ID:3023#%@Labs|Aggregate:Last,158,Laboratory Tests (LOINC Hierarchy)\Hematology (LP31756-7)\Hematology (LP30786-5)\Cell Fractions/Differential (LP19481-8)\Myeloid cells (LP15094-3)\Leukocytes (LP14419-3)\Granulocytes (LP18643-4)\Basophils (LP14328-6)\Basophils | Bld-Ser-Plas (LP48336-9)\Basophils/leuk NFr Bld Auto (706-2)\BASOPHILS %(#3023),BASOPHILS %(#3023),@Labs|Aggregate:Last,basophils,45,70,"As with platelets, neutrophil levels may become depressed in patients on myelosuppressive therapy such as imatinib mesylate (also called IM , Gleevec or Glivec ). The normal range of the percentage of neutrophils is between 45% and 70%. The Basophils should remain within the normal range, generally between 0% and 2%.",https://www.cmlsupport.org.uk/section/normal-blood-counts
KUH|COMPONENT_ID:2341#NG/ML@Labs|Aggregate:Median,159,Cardiology Lab Results\Device Check (KUH)\ABSTRACT DEVICE HARDWARE\VITAMIN D (25-OH) TOTAL (#2341),VITAMIN D (25-OH) TOTAL (#2341),@Labs|Aggregate:Median,vitamin d,20,50,Tests for Vitamin D Deficiency. The most accurate way to measure how much vitamin D is in your body is the 25-hydroxy vitamin D blood test. A level of 20 nanograms/milliliter to 50 ng/mL is considered adequate for healthy people. A level less than 12 ng/mL indicates vitamin D deficiency.,https://www.webmd.com/diet/guide/vitamin-d-deficiency
KUH|COMPONENT_ID:2275#MIU/L@Labs|Aggregate:Last,160,Laboratory Tests (KUH Hierarchy)\CHEMISTRY (KUH)\4-ENDOCRINE\TSH 3RD GENERATION (#2275),TSH 3RD GENERATION (#2275),@Labs|Aggregate:Last,tsh 3rd generation,0.3,3,"According to the ATA, >95% of the normal population will have a TSH level below 2.5 mIU/L with an average TSH level of approximately 1.5 mIU/L.4 Spectra has validated a TSH reference range of 0.300-3.000 mIU/L, which is also the range recommended by the American Association of Clinical Endocrinologists (AACE).",www.spectra-labs.com/sites/default/files/.../TSHbulletin-0313-REVISED.pdf
KUH|COMPONENT_ID:3085#SEC@Labs|Aggregate:Median,161,Laboratory Tests (LOINC Hierarchy)\Coagulation (LP19284-6)\Routine (LP31624-7)\Activated partial thromboplastin time (aPTT) (LP15957-1)\Activated partial thromboplastin time (aPTT) | Platelet poor plasma (LP120569-1)\aPTT PPP (14979-9)\PTT(#3085),PTT(#3085),@Labs|Aggregate:Median,ptt,25,35,Normal PTT test results. PTT test results are measured in seconds. Normal results are typically 25 to 35 seconds. This means that it took your blood sample 25 to 35 seconds to clot after adding the chemicals.,https://www.healthline.com/health/partial-thromboplastin-time-ptt
KUH|COMPONENT_ID:3186#MG/DL@Labs|Aggregate:Median,162,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Protein (LP15838-3)\C reactive protein (LP15023-2)\C Reactive Protein | Bld-Ser-Plas (LP41279-8)\CRP SerPl-mCnc (1988-5)\C-REACTIVE PROTEIN(#3186),C-REACTIVE PROTEIN(#3186),@Labs|Aggregate:Median,c-reactive protein,1,3,You are at low risk of developing cardiovascular disease if your hs-CRP level is lower than 1.0 mg/L. You are at average risk of developing cardiovascular disease if your levels are between 1.0 mg/L and 3.0 mg/L. You are at high risk for cardiovascular disease if your hs-CRP level is higher than 3.0 mg/L.,https://medlineplus.gov/ency/article/003356.htm
KUH|COMPONENT_ID:2199#MCU/ML@Labs|Aggregate:Last,164,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Endocrine (LP31396-2)\Pituitary Hormones- (LP31660-1)\Thyrotropin (LP14487-0)\Thyrotropin | Bld-Ser-Plas (LP41619-5)\TSH SerPl-aCnc (3016-3)\THYROID SCREEN TSH(#2199),THYROID SCREEN TSH(#2199),@Labs|Aggregate:Last,thyroid screen tsh,0.4,5,"The normal TSH range is 0.4 to 5 milli-international units per liter (mIU/L). If your level is higher than this, chances are you have an underactive thyroid.",https://www.webmd.com/women/what-is-tsh-test
KUH|COMPONENT_ID:2018#MMOL/L@Labs|Aggregate:Median,166,"Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Mineral, bone, joint, connective tissue (LP31413-5)\Calcium (LP15257-6)\Calcium | XXX (LP49999-3)\Calcium XXX-sCnc (32305-5)\IONIZED CALCIUM(#2018)",IONIZED CALCIUM(#2018),@Labs|Aggregate:Median,ionized calcium,4.64,5.28,"Normal levels of ionized calcium are different in adults and children. In adults, a level of 4.64 to 5.28 milligrams per deciliter (mg/dL) is normal. In children, a normal ionized calcium level is 4.8 to 5.52 mg/dL.",https://www.healthline.com/health/calcium-ionized
KUH|COMPONENT_ID:3025#K/UL@Labs|Aggregate:Median,167,Laboratory Tests (LOINC Hierarchy)\Hematology (LP31756-7)\Hematology (LP30786-5)\Cell Fractions/Differential (LP19481-8)\Myeloid cells (LP15094-3)\Leukocytes (LP14419-3)\Granulocytes (LP18643-4)\Basophils (LP14328-6)\Basophils | Bld-Ser-Plas (LP48336-9)\Basophils # Bld Auto (704-7)\ABSOLUTE BASO COUNT(#3025),ABSOLUTE BASO COUNT(#3025),@Labs|Aggregate:Median,absolute baso count,0,300,"Feb 13, 2017 ... What's the normal range for basophils? Basophils account for less than three percent of your white blood cells. You should have 0 to 300 basophils per microliter of blood. Keep in mind that blood test normal ranges can vary from lab to lab.||Measures the total number of white blood cells, which defend the body against 
infection; there are several different types of white blood cells: lymphocytes, 
monocytes, neutrophils, eosinophils, and basophils ... Granulocytes, absolute (
GR, abs) or ... Measures the number or percentage of neutrophils, which are normally.||Jan 14, 2015 ... Reference ranges for differential white blood cell count in normal adults is as follows: Neutrophils - 2.0–7.0×109/l (40–80%) Lymphocytes - 1.0–3.0×109/l (20–40%) Monocytes - 0.2–1.0×109/l (2–10%)||Absolute Basophil Count - View Normal Values, Test Results, Procedure to 
conduct & Prices for Absolute Basophil Count | Practo.||NEUTROPHIL ABSOLUTE (K/MCL). AGE, MALE AND FEMALE NORMAL RANGE. > 21 years, 1.8 - 7.7. 10 - 20 years, 1.8 - 8.0. 1 - 9 years, 1.5 - 8.5.||Basophil levels are influenced by your genes. If you've gotten your genes 
sequenced, SelfDecode ...||Jul 28, 2015 ... The normal range of the percentage of neutrophils is between 45% and 70%. ... 
The absolute basophil count is calculated by multiplying the ...||An increase in the number of basophils (basophilia) can occur in people with 
hypothyroidism. In the myeloproliferative disorders (for example, polycythemia 
vera ...||Basophils circulate in the blood and normally live for a few days before they ... Basophils make up about 0.5 percent of the total number of white blood cells.||Absolute Basophil Count Test - View Normal Values, Test Results, Procedure to 
conduct & Best Prices for Absolute Basophil Count Test | Lybrate.",https://www.healthline.com/health/basophils
KUH|COMPONENT_ID:7164#MCG/ML@Labs|Aggregate:Median,168,"Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Protein (LP15838-3)\Albumin (LP6118-6)\Albumin | Urine (LP41466-1)\Microalbumin Ur-mCnc (14957-5)\MICROALBUMIN, RAN(#7164)","MICROALBUMIN, RAN(#7164)",@Labs|Aggregate:Median,microalbumin,30,300,"A ratio of albumin (mcg/L) to creatinine (mg/L) of less than 30 is normal; a ratio of 30-300 signifies microalbuminuria and values above 300 are considered as macroalbuminuria. On a standard urine dipstick, 10-20 mg/dL is the minimal detection limit of protein.",https://emedicine.medscape.com/article/2088184-overview
KUH|COMPONENT_ID:485#MG/DL@Labs|Aggregate:Median,175,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Lipids (LP15705-4)\Cholesterol (LP15493-7)\Cholesterol non HDL | Bld-Ser-Plas (LP52754-6)\NonHDLc SerPl-mCnc (43396-1)\NON HDL CHOLESTEROL(#485),NON HDL CHOLESTEROL(#485),@Labs|Aggregate:Median,non hdl cholesterol,160,189,160– 189 mg/dL (4.1 – 4.8 mmol/L) is considered borderline high. 130 – 159 mg/dL (3.4 – 4.0 mmol/L) is considered near ideal. below 130 mg/dL (below 3.4 mmol/L) is considered ideal for people at risk of heart disease. below 100 mg/dL (below 2.6 mmol/L) is considered ideal for people at very high risk of heart disease.,https://www.docsopinion.com/health-and.../non-hdl-cholesterol-non-hdl-c/
KUH|COMPONENT_ID:3016#K/UL@Labs|Aggregate:Last,177,Laboratory Tests (LOINC Hierarchy)\Hematology (LP31756-7)\Hematology (LP30786-5)\Cell Fractions/Differential (LP19481-8)\Myeloid cells (LP15094-3)\Leukocytes (LP14419-3)\Lymphocytes (LP14540-6)\Lymphocytes | Bld-Ser-Plas (LP48347-6)\Lymphocytes # Bld Auto (731-0)\ABSOLUTE LYMPH COUNT(#3016),ABSOLUTE LYMPH COUNT(#3016),@Labs|Aggregate:Last,lymph,1000,4800,"Normal ranges and levels. Lymphocyte levels can change according to a person's race, gender, location, and lifestyle habits. The normal lymphocyte range in adults is between 1,000 and 4,800 lymphocytes in 1 microliter (µL) of blood. In children, the normal range is between 3,000 and 9,500 lymphocytes in 1 µL of blood.",https://www.medicalnewstoday.com/articles/320987.php
KUH|COMPONENT_ID:3022#K/UL@Labs|Aggregate:Last,179,Laboratory Tests (LOINC Hierarchy)\Hematology (LP31756-7)\Hematology (LP30786-5)\Cell Fractions/Differential (LP19481-8)\Myeloid cells (LP15094-3)\Leukocytes (LP14419-3)\Granulocytes (LP18643-4)\Eosinophils (LP14539-8)\Eosinophils | Bld-Ser-Plas (LP48337-7)\Eosinophil # Bld Auto (711-2)\ABSOLUTE EOS COUNT(#3022),ABSOLUTE EOS COUNT(#3022),@Labs|Aggregate:Last,eosinophil,0,6,Eosinophils blood (%): 0.0-6.0 (This range may vary slightly in different laboratories.) Eosinophil blood count (absolute): 30-350. The percentage of eosinophils is multiplied by the white blood cell count to give the absolute eosinophil count. This range may vary slightly in different laboratories.,https://emedicine.medscape.com/article/2090595-overview
KUH|COMPONENT_ID:3186#MG/DL@Labs|Aggregate:Last,180,Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Protein (LP15838-3)\C reactive protein (LP15023-2)\C Reactive Protein | Bld-Ser-Plas (LP41279-8)\CRP SerPl-mCnc (1988-5)\C-REACTIVE PROTEIN(#3186),C-REACTIVE PROTEIN(#3186),@Labs|Aggregate:Last,c-reactive protein,1,3,You are at low risk of developing cardiovascular disease if your hs-CRP level is lower than 1.0 mg/L. You are at average risk of developing cardiovascular disease if your levels are between 1.0 mg/L and 3.0 mg/L. You are at high risk for cardiovascular disease if your hs-CRP level is higher than 3.0 mg/L.,https://medlineplus.gov/ency/article/003356.htm
KUH|COMPONENT_ID:2275#MIU/L@Labs|Aggregate:Median,181,Laboratory Tests (KUH Hierarchy)\CHEMISTRY (KUH)\4-ENDOCRINE\TSH 3RD GENERATION (#2275),TSH 3RD GENERATION (#2275),@Labs|Aggregate:Median,tsh 3rd generation,0.3,3,"According to the ATA, >95% of the normal population will have a TSH level below 2.5 mIU/L with an average TSH level of approximately 1.5 mIU/L.4 Spectra has validated a TSH reference range of 0.300-3.000 mIU/L, which is also the range recommended by the American Association of Clinical Endocrinologists (AACE).",www.spectra-labs.com/sites/default/files/.../TSHbulletin-0313-REVISED.pdf
KUH|COMPONENT_ID:1180010004#M/S@Labs|Aggregate:Last,185,Cardiology Lab Results\Echo (KUH)\TRANSESOPHAGEAL ECHOCARDIOGRAM\AV PEAK VELOCITY (#1180010004),AV PEAK VELOCITY (#1180010004),@Labs|Aggregate:Last,av peak velocity,4,16,"Below an up-to-date list of echocardiographic normal values. .... Aortic Valve .... 
continuous-wave Doppler, - maximum velocity of tricuspid regurgitant flow.||Aortic valve stenosis - severity ... Pressure half-time > 500 ms; Normal LV size*
.... The total score is the sum of the four items and ranges between 4 and 16. ... 
continuous-wave Doppler, - maximum velocity of tricuspid regurgitant flow.||Feb 3, 2012 ... Severe AS is usually defined as mean gradient >40 mmHg, aortic valve area (AVA) <1 cm2 and peak aortic jet velocity >4.0 m/s (2). However, discrepancies are frequently observed between the mean gradient and the valve area in a single patient (3).||This page contains a calculator to calculate the normal values for common 
echocardiographic ... Mitral Valve Mean Gradient, Aortic Valve Peak Gradient. Normal ...||Aortic Valve Velocity Ratio/Dimensionless Index ... Normal, 1.0 ... correlation 
between the ratio using time–velocity integral and the ratio using peak velocities.||aortic valve gradient on echo as compared with invasive ... 2D: Moderately 
calcified AV, Normal LVEF (70%). The aortic valve .... Assessment by Peak Velocity.||Peak transvalvular velocity ... equation-derived aortic valve area; v, velocity of AS 
jet; AA, size of the ... the jet An optimal signal shows a smooth velocity curve with 
a narrow velocity range ... Considered as the reference measurement of MVA.||the narrowed aortic valve, or aortic jet velocity, is measured ... narrow velocity range at peak velocity ..... normal LV function, the effects of flow rate are minimal.||Feb 13, 2018 ... In individuals with normal aortic valves, the valve area is 3.0 to 4.0 cm2. ... 
Prognostic value of energy loss index in asymptomatic aortic stenosis. ... 
Correlation of aortic valve area obtained by the velocity-encoded phase ...||Intrinsic averaging of intra-voxel velocities limits ability to detect peak velocities. • 
Through plane vessel motion ... Normal. Mild Aortic. Stenosis. Moderate Aortic. 
Stenosis. Severe Aortic. Stenosis ... Aortic Valve Regurgitation. • 59 adult patients
 ...",https://www.echopedia.org/wiki/Normal_Values
KUH|COMPONENT_ID:2018#MMOL/L@Labs|Aggregate:Last,187,"Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Mineral, bone, joint, connective tissue (LP31413-5)\Calcium (LP15257-6)\Calcium | XXX (LP49999-3)\Calcium XXX-sCnc (32305-5)\IONIZED CALCIUM(#2018)",IONIZED CALCIUM(#2018),@Labs|Aggregate:Last,ionized calcium,4.64,5.28,"Normal levels of ionized calcium are different in adults and children. In adults, a level of 4.64 to 5.28 milligrams per deciliter (mg/dL) is normal. In children, a normal ionized calcium level is 4.8 to 5.52 mg/dL.",https://www.healthline.com/health/calcium-ionized
KUH|COMPONENT_ID:2017#MG/DL@Labs|Aggregate:Last,188,"Laboratory Tests (LOINC Hierarchy)\Chemistry (LP31388-9)\Mineral, bone, joint, connective tissue (LP31413-5)\Calcium (LP15257-6)\Calcium | Bld-Ser-Plas (LP42656-6)\Calcium SerPl-mCnc (17861-6)\CALCIUM(#2017)",CALCIUM(#2017),@Labs|Aggregate:Last,calcium,8.5,10.2,"The corrected total serum calcium concentration is normally 8.5-10.2 mg/dL, but there is no sure means of predicting the serum calcium level, for either hypocalcemia or hypercalcemia, at which symptoms will occur. The rapidity of change, as well as the absolute serum calcium concentration, impacts symptom development.",https://emedicine.medscape.com/article/2087447-overview
